,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
847,"Pesan seorang ibu ke anaknya, ""jaga nama baik..."" sederhana tp maknanya amat dalam, hidup ini sekali apalah yg kita jg klo bukan nama baik, toh hidup ini ttpan yg perlu dpertanggungjawabkan, termasuk saat memangku jabatan

Tdk abuse kekuasaan, tdk menjual martabat negara,  bismillah pak anies diberi kemudahan unt R1",Butter Bubble,,,Anies
848,"Sebelumnya saya ingin mengucapkan terima kasih kepada mbak nana serta tim narasi yang berkolaborasi dengan UGM, karena telah bersedia menghadirkan ketiga bacapres untuk menyampaikan gagasannya masing-masing. Jadi melalui acara ini kita sebagai warga negara Indonesia memiliki gambaran bagaimana keadaan Indonesia jika dipimpin oleh salah satu dari ketiga bacapres nantinya. Sehingga kita sebagai warga negara indonesia juga jadi lebih tahu siapakah yang harus kita pilih nantinya dan siapakah yang lebih pantas untuk memimpin Indonesia pada periode berikutnya.

Saya juga ingin memberikan selamat kepada ketiga bacapres yaitu Pak Anies Baswedan, Pak Ganjar Pranowo dan Pak Prabowo Subianto yang telah memberikan gagasan-gagasannya untuk membuat Negara Indonesia menjadi lebih gemilang nantinya. Meskipun setiap gagasan yang disampaikan ketiga bacapres memiliki kelebihan dan kekurangan serta keunikannya masing-masing, yang terpenting disini semoga gagasan-gagasan tersebut nantinya dapat terealisasikan dengan baik serta optimal. Harapan saya siapapun yang terpilih nantinya semoga beliau amanah untuk mengemban tugasnya sebagai pemimpin negara Indonesia serta berusaha seoptimal mungkin untuk memajukan serta menyejahterakan seluruh rakyat Indonesia.",litamagdaa,Prabowo,Ganjar,Anies
849,Bismillah bapak Anies Presiden 🤲🏻,I'm Anggara,,,Anies
854,Anis emang presidenku,Nur Fadhila,,,Anies
858,"Dari ke 3 narasi bacapres, gue jadi tertarik anies si, semoga ga omdo karena gw mau pilih lu bro",fathan mubina,,,Anies
859,"INI MAH UGM AND THE GENK.. 
NAJWA UGM JG
ANIES UGM JG
KURANG SERU.. HARUS DI KAMPUS MUSUH DONG..😂😂😂😂😂❤❤ TAPI KEREN SIH SI BRO ANIES.. GK KALENG2 DIA OTAKNYA..❤❤❤❤",Iqro Nugraha,,,Anies
860,"gila sih. GENIUS PARAH Pak Anies, ga ngerti lagi wwkwk. Pak Prabowo okelah, Bapak Indonesia dia mah. Lah Ganjar wkwkwkwkwk ga sengaja baca komen "" GANJAR YOUTUBER"" gUA NGAKAK BGT YA ALLAH WKOWKWOWKO",Muhammad Rizki Akbar,Prabowo,Ganjar,Anies
861,"Memang pak prabowo yg paling keren, meski saya lg sakit denger gagasan beliau terasa semangat...💪💪",Munir Basirih,Prabowo,,
865,PERCAYALAH Kali ini fix prabowo presiden 2024,Rnaldi Putra,Prabowo,,
866,Prabowo 100% presiden.,Ajianto,Prabowo,,
868,Gogogogogog pak prabowo,al barki Center,Prabowo,,
869,"Pak Anis, menyampaikan gagasan TAMPA POWER POINT, Mantab dan Kereenn",SAFDAM CHANNEL,,,Anies
870,"ya semoga ga ngomong doang ya Pak Anies, soalnya dari semua gagasan cuma gagasan Bapak aja yang saya setuju, melihat realita yg sudah, sedang, sudah terjadi dan justru impian yg saya inginkan terjadi di negara ini😢",Martha Fakdawer,,,Anies
874,Menangis mendengar pak Prabowo pada saat merefleksikan diri 😭,Gans Pramono,Prabowo,,
877,Saya pilih prabowo saja presidenya.,Masbos Sangpenyair,Prabowo,,
879,Komplit di pa Anies,Abil Abdillahfatir,,,Anies
880,"Terimakasih kepada mata najwa, tim narasi TV dan UGM yang sudah memberi ruang kepada Bacapres untuk menyuarakan gagasannya. Ketiganya memiliki gagasan dan visi misi yang berbeda dan semoga terealisasikan bukan hanya sekedar janji manis di awal saja. 
Siapapun yang menjadi presiden nanti semoga amanah dan membawa Indonesia ke arah yang lebih maju, karena bukan hanya masyarakat khususnya pemuda tapi pemerintah juga berpengaruh dan berperan dalam menciptakan Indonesia yang lebih berkualitas. Artinya ini bangsa kita semua bangsa kita bersama jadi mari kita bekerja bersama² untuk menciptakan tujuan bangsa yang sesungguhnya.",I F  RAMDHANI,,,Anies
881,"*Dilihat dari ketulusan dan keikhlasan Prabowo lah yg paling unggul,semoga menang Pak karena Indonesia sangat membutuhkan sosok pemimpin seperti Mu*",Muhammad Solahudin,Prabowo,,
882,Pak prabowo kalo pak bas ngobrol seru kayaknya gembiraaa bawaaannya bisa merubah mood suntuk,Alya Novriana,Prabowo,,
884,"buzzer anis banyak bacot , take account semua biar apa akhirnya jg kalah",youk fou,,,Anies
885,Pak PRABOWO SUBIANTO🥰,Wd. Nurniyah,Prabowo,,
888,pas pilkada DKI udh tau Anies bgmn. Jd udh tau kualitas ny spt ap. Klo bagi sy Anies memang jago bicara makany saat Dy jd jubir pilpres sgt lihai tp hny sebatas sbg pembicara tdk lbh,Henry Manurung,,,Anies
890,Jdi bigung pilih prabowo atau anies siapapun mereka terbaik,ummul maulida muh zaidin alaydrus,Prabowo,,Anies
892,Pak anis paling logis dan kritikal dalam setiap pertanyaan sudut pandang masalah dengan solusi yang logis,Amalia,,,Anies
894,Semoga Allah SWT meridhoi pak Anis jadi Presiden Indonesia 2024..aamiin,Didin Jamaludin,,,Anies
896,"Paling ngena hati banget pak prabowo menurut saya, beliau memang kurang dalam merangka kalimat tapi ia tahu bahwa pendidikan adalah salah satu akar yang paling penting untuk buat rakyat yg pintar, bermoral, tangguh, dan kreatif. Selain dari itu gizi berperan penting untuk merealisasikan semua itu. Rakyat yg kreatif akan mendorong perekonomian negara di berbagai sektor. Jika capres lain menilai rakyat sebagai SDM penting belaka, pak prabowo melihat rakyat sebagai ""manusia"" Bukan sebatas SDM",Noob Bestie Awesome,Prabowo,,
897,"Pada spill Anies paling lengkap, aplikatif, sesuai kenyataan yg sangat update, dan yg terpenting adalah gagasan pemberantasan korupsi dan ""keadilan"" yg tidak adil adalah masalah paling besar yg update. Bravo !
Yg lain pikirannya underdog dan basi. IMHO lho ya!",Rudy Armawan,,,Anies
898,"Pak Anies pandai dalam kata2 tpi tindakan nihil
Pak Prabowo tidak pandai dalam kata2 tpi tindakan cukup baik
Pak Ganjar pandai dalam kata2 dan tindakannya juga nyata",Blackman 25,Prabowo,Ganjar,Anies
899,"Pak Anis itu sudah dilakukan oleh presiden kita, Pak Jokowi",Cak Rapik Channel,,,Anies
901,"Saya yakin pak Ganjar bukan hanya teori utk memajukan Desa, tapi kerja..kerja..kerja,..saya yakin sekali, orngnya humble dan tidak ada jarak dgn rakyat,,.",Om Jay Kumar,,Ganjar,
902,"Pak Prabowo sangat pantas untuk menjadi presiden, karena cintanya kepada negara .",ita wita,Prabowo,,
903,"pak prabowo jiwa arogannya keliatan bgt di sini huhu susah diatur sm mb nana, padahal itu rulles acaranya huhu",salsabila ataniya,Prabowo,,
904,"aku sdh tdk percaya dg ocehan anis berdasar kinerjanya semasa sbg gabener DKI,anis
pandai bicara tanpa kerja nyata.",Andis,,,Anies
905,Masyaa Allah...anies Baswedan.,agus sapariyanto,,,Anies
908,"Awalnya mau pilih pak Ganjar, tapi lihat gagasan pak Anis lebih lugas, cerdas dan rasional. Tapi males banget sama bacawapresnya pak Anies, bisa ganti aja ga 😭😭😭",N. Indah Pratiwi,,Ganjar,Anies
909,Waah dri survei bnyak mmberikan penilaian 70% anies 20% ganjar 10% prabowo,Belitungkaos,Prabowo,Ganjar,Anies
910,NTT untuk Prabowo,Ichko Creys,Prabowo,,
911,"Sudah bosan kayaknya cari presiden yang cuma modal janji manis, kita butuh sosok pemimpin yang tegas dan yang pastinya tidak bisa dijadikan boneka ky yang sudah2 🤣🤣 ,, dari itu sy yakin 2024 coblos Pak Prabowo 👏👏",Lola,Prabowo,,Anies
916,Ketika pak ganjar brtanya sipa yg mau bekerja jd buru pabrik g ada yg angkat tangan tp klu ada isu tenaga kerja asing mereka yg demo duluan hehe,ahmad soulissa,,Ganjar,
917,"kalo misalnya pak Anies Baswedan g jadi presiden 2024, berati fix SDM di Indonesia minim...",LEGENDA TENDANGAN MAUT,,,Anies
919,"Bismillah saya pilih pak ..
Pilih pak Prabowo ❤❤❤❤❤",Dinda Inatera,Prabowo,,
921,Maaf di menit 5:47 pak Prabowo gak punya ide dan gagasan. Hmmm,Asep Najiulloh,Prabowo,,
922,Pak Prabowooooo masih menjadi panutan 🔥🔥🔥,Komunikasi Dokumentasi Pimpinan,Prabowo,,
923,"Semoga Anis jadi Presiden, supaya lebih lancar mengajukan Suaka Amin",Gideon Geoffrey,,,Anies
925,Disini kita tahu bahwa Anies lebih cerdas dan masuk akal terhadap pertanyaan nya valid.❤ salam waras,Humanity_22,,,Anies
926,Pak Ganjar keren,Yulia Nadiia,,Ganjar,
930,Pak prabowo terbaik ❤,Raisa Evania,Prabowo,,
932,Dari 3 kandidat yg paketnya sangat lengkap dan menyentuh problematika Bangsa Indonesia hanya lah ARB ❤🎉,Rashed Karaman,,,Anies
934,"sekarang nya pak anies ngomong seperti itu, kami dah muak dengan visi misi pemimpi, selalu aja diawal baik-baik ujung-ujungnya memperkaya diri",sokhifahuwu Ndruru,,,Anies
935,Harus gantian jangan anis terus paling pertama ditanya....yg lain bisa persiapan nenjawab😂😂😂😂,Iwan Budiawan,,,Anies
937,Aku lihat anis 😂😂😂😂 omongnya😅😅,Unik Channel,,,Anies
938,"anies baswedan pembawaannya santai, kalem , gampang dimengerti dan di cerna tidak tergesa gesa hehehe",Rangga Muharom,,,Anies
939,All-in PRABOWO,Cipuci Vlog,Prabowo,,
941,"0000000,1 saya dukung anis yang lain saya kurang mengena kenapa anies karna Dia membahas tentang dalam negeri yang masih belum stabil terutama ekonomi rakyat yang miskin dan yang paling penting berilmu.",オレイツな,,,Anies
942,"Saya bingung. Pilih yang mana ya. Antara pak Anies dan pak Prabowo. Kasih masukan dooong.. dirumah ku ada 3 suwara, akan disumbangkan kemana ya...??🤔🤔🤔🤔",Yuni Agusupriyanto,Prabowo,,Anies
943,"saya mahasiswa UNHAS, saya yakin dengan semua gagasan pak anies 100%, saya tahu panelis yang bertanya ke pak Anies bukan sembarangan orang semua nya algojo,  tidak semua orang bisa menjawab dengan mudah pertanyaan dari semua panelis, aku baru tahu pak Anies dengan tenang menjawab semua nya dengan data dan fakta. yallah sampe merinding aku",Brain Luqman,,,Anies
951,"😇😇😇AWALNYA SAYA DUKUNG GANJAR SETELAH MENYAKSIKAN PEMAPARAN IDE GAGASAN DAN MELIHAT KARYA KARYA BACAPRES😎😎😎 SAYA MERASA ANIES LEBIH KOMPETEN DAN TERBAIK DARI YANG LAIN. SEKARANG SAYA DUKUNG ANIES , IDE GAGASAN KARYA ANIES PALING UNGGUL. SEMOGA PAK ANIES JADI PRESIDEN 2024 👍👍👍. INDONESIA BUTUH SOSOK SEPERTI PAK ANIES",Christine Yulia,,Ganjar,Anies
952,PRABOWO selalu di hati sang patriot,Nabil,Prabowo,,
954,"Ahh disini banyak busernya bayarab  anis, kalau anis ga jadi presiden ya emang ga ada yg milih 🤣🤣",Dedian Kharisma,,,Anies
957,dari ketiga bacapres..saya lebih condong ke anies basweda...cara bicara nya lebih adem dan mudah difahami visi dan misi nya...semoga menang ya..aaamiiiinnn,Devi Novita,,,Anies
959,"Pendukung pak anis banyak yah di sini,hebat....tp knp hati sy ko tetep pilih bpk ganjar...,krn apa yg di sampaikan bpk ganjar itu realistis  dan saya rakyat biasa pun dpt memahami...dan bpk ganjar itu org nya konsisten..",kastok nglonder,,Ganjar,Anies
960,Pak Prabowo lebih lucu dan imut daripada Pandji,nemovictim,Prabowo,,
961,"Serem oii pak Prabowo
Bagus sihh, tapi w bayangin klo pak Prabowo didemo kira2 mahasiswa/buruh2 bakal gmn yaa nasibnya 🙀🙀",Iqbal Rusdianto,Prabowo,,
962,Pecinta sepaak bola aanti ganjar tahi pranowo,Kakek Sugiono,,Ganjar,
964,Pak prabowo ❤❤❤❤❤,Jaka Tingkir,Prabowo,,
965,JUJUR ANIS KEREN CERDAS,DARA Wanby,,,Anies
967,Semoga 2024 anies yang menang🙌,Jhoking Al-Amin,,,Anies
968,"Prabowo paling tuluss, spontan tanpa banyak kata2 hiperbola",Robet Musa,Prabowo,,
970,Ganjar malah curhat,Rostersuper Purwakarta,,Ganjar,
971,paparan pak ganjar tentang ide dan gagasan tertutupi dengan banyaknya klarifikasi,Rahmatsyah Latif,,Ganjar,
974,"Biar penonton yg menilai.

Anies konseptor handal, sukses terus anies baswedan, anda pantas memimpin Indonesia.",Ihsan Lordardmore,,,Anies
976,Gagasan Pak Anies tetap ter the best.,Hodray Music,,,Anies
977,Prabowo gagasanya sudah clear banget. Dia udah merasakan bagaimana china menopoli Indonesia,Freya Fun Video,Prabowo,,
978,Pak Ganjar yes ❤ yes ❤ yes ❤,sinta hia,,Ganjar,
982,Awalnya ga peduli.. Tapi pas liat pak anis bernarasi beliau keren sih...,Nofri Ario Diansi,,,Anies
987,harusnya anies presiden. prabowo wakilnyaa. baru mantap,Zaki Fathudin,Prabowo,,Anies
988,Pemenangnya pk ganjar,maryani maryani,,Ganjar,
989,"Sebenarnya pak prabowo sedang menyindir tentang politik uang. 5:25:00
Bukan beliau setuju dengan politik uang.... mba nana kurang nangkepp. 😅",Remaja Petualang,Prabowo,,
990,Pak prabowo.💪💪💪💪. Presiden 2024.,Bor,Prabowo,,
991,"Setelah mendengar ganjar dan Anies,  ternyats Anies benar2 sangat layak jd Presiden 2024",Kartia Ningsih,,Ganjar,Anies
992,KOMEN KOK PAK ANEIS SEMUA PDHL PAK ANIS DATANG PALING SEPI YANG MENYAMBUT,Elka Epin,,,Anies
995,Pak ganjar ky homelander,memelord70,,Ganjar,
996,Terbaca strategi lawan : Adu domba dan cerai beraikan Pa Joko Widodo dan Ibu Mega dan PDIP dan Pa Ganjar dan Relawan Joko Widodo dan PSI dan Keluarga Pa Joko Widodo dan relawan Joko Widodo. Lalu setelah mereka menang akan meninggalkan Pa Joko Widodo dan PDIP dan ibu Mega dan Relawan dan PSI dan Keluarga Joko Widodo. Cendana dan Ormas Terlarang akan kembali dan kesempatan menjadi negara besar akan gagal. Asing tidak ingin Indonesia Indonesia jadi negara besar. Demi NKRI saya mohon PDIP dan ibu Mega dan PSI dan Pa Jokowi dan keluarga dan Pa Ganjar dan seluruh relawan bersatu. Kita tidak ingin ormas terlarang dihidupkan kembali.Syukron❤️❤️🙏🙏,Sentono Gunawan,,Ganjar,
1002,Mantap ganjar. Klo di tanya di jawab bukan nanya balik lagi😅😂 seakan akan g ngerti sama pertanyaannya. Keren ganjar,Alvin Zaikander,,Ganjar,
1003,Ya Allah ya rabb semoga Pak Prabowo Subianto terpilih menjadi Presiden 2024 - 2029 akan menjadi penyelamat rakyat dapat memakmurkan rakyat miskin menjadi sejahtera hingga tingkat kriminalitas akan menurun 🙏🇮🇩,Budi Hartawan,Prabowo,,
1005,"menit ke 1.17.35 dan saya menangis terisak...saat pak Anies menyampaikan, anak anak yg bukan dari keluarga miskin, tidak dapat kuliah, karena gaji UMP org tuanya ga cukup utk membiayai.
perlu perhatian bagi keluarga yg ditengah-tengah (bukan yg miskin)

ini yang saya alami waktu saya membiayai anak kuliah, tahun 2009
saat itu saya bekerja dengan gaji UMK +10%
untuk bisa membiayai kuliah anak, saya harus bekerja 4 tempat , pagi sampai malam.
Ya benar pak..kami kalangan yang tidak pernah dipikirkan dan tidak pernah mendapat bantuan karena dianggap punya pekerjaan.

padahal...untuk kebutuhan dasar saja, kami harus berjuang sangat keras.

sementara banyak para petinggi yang melakukan pencitraan dengan memberikan bantuan kepada hanyaa masyarakat miskin.
sehingga saat ini banyak rakyat Indonesia yg mempertahankan status miskinnya, agar dapat bantuan terus.

terimakasih Pak Anis, mudahan bisa direalisasikan prinsip keadilan ini.",amelda,,,Anies
1010,"Dari cerita dan gagasan dari para calon presiden ini kita bisa mengetahui dan menilai, bagaimana kesiapan dalam memimpin negara ini dilihat dari pengalaman, dan dari bukti dari kepemimpinan sebelumnya seperti , Pak Anies menjadi gunernur DKI Jakarta dalam pembangunan sumur resapan, penyelenggaraan Formula E hingga kebijakan terkait reklamasi. Pak Ganjar yang membuat integritas dan kualitas pelayanan publik menjadi baik, dan Pak Prabowo membuat gebrakan dengan menyekolahkan para taruna muda TNI tiga matra ke Amerika Serikat (AS). Selain itu, beberapa alutsista yang didatangkan Prabowo memperkuat lini pertahanan Indonesia. Saya berharap dari semua kandidat yang ada, siapapun yang terpilih semoga tidak ada korupsi besar yang merugikan masyarakat dan yang bisa memanusiakan manusia dalam hal keadilan, hak dan asasi manusia.",Leo Yohan Ananta,Prabowo,Ganjar,Anies
1014,"Anis lebih ke retorika, Ganjar sangat teknis dan prabowo penuh idealisme..bismilah smoga presiden indonesia mendapat pemimpin yg amanah!",other side,Prabowo,Ganjar,Anies
1016,"Prabowo n Anies secara pengalaman lebih unggul (prabowo mantan letjend & menhan, anies mantan menteri pendidikan & gubernur jakarta) dibanding ganjar apalagi status di partai, prabowo ketua umum sdngkan anies independen. Ganjar masih kader rawan disetir","Kantor Hukum Ridho IC, S.H. & Rekan",Prabowo,Ganjar,Anies
1019,"Paling banyak haters pak anies, pantang kita puji ramai banget pasukan yg nyerang kyak terorganisir gitu sih",Noureen,,,Anies
1020,"dari semua calon bacapres, hanya gagasan mas anies baswedan yang bagus yang berpihak  dan betul2 menyentuh kalangan bawah, karena hidup itu bukan menjadi beban, tapi sebuah berkah,semoga bisa di perhatikan dan dilanjutkan kedepan ketika jadi presiden, ingatlah kita bisa makan dan kuat karena ada petani, harapannya pupuk dan bbm jgn dipersulit, karena itu berdampak pada usaha tani.trims salam anak petani.",mitramandiri makmur,,,Anies
1022,"Saya baru selesai menonton acara ini, benar ternyata komen temen2, refleksi pak Prabowo begitu menyentuh...

Pak, terlepas nanti bapak jadi presiden/tidak, saya yakin anda benar2 tulus untuk bangsa ini...
Sehat selalu pak Prabowo...",Pipit Fitria,Prabowo,,
1023,Sejauh ini hanya pak anis yang meyakinkan saya untuk mampuh memimpin di negri tercinta ini..,Aby ahmad,,,Anies
1025,"Anis akan di kendalikan penandang dana dan partai yg memopong kampanyenya. Artinya dia cuman supir suruhan bos yg dua tadi  di atas itu, suruh ke kiri akan kiri, suruh nyungsap akan nyungsap. Sebab Anis gak punya modal partai, materi, maupun kemampuan intelektual yg cukup untuk meng eksekusi permasalahan maupun ide tujuan itu. Besiknya gaya pengajar bukan pelaku eksekusi saya lihat.. Maka logika saya mustahil indonesia bisa lebih baik klo anis jadi presiden.  Salam",Cornelius Siregar,,,Anies
1026,Luar biasa prabowo subianto,Adichemistry Official,Prabowo,,
1032,Pak Anis kurang banyak nih buser nya tambah lagi pak 😂,Bony Nainggolan,,,Anies
1033,"Kita bangsa yg tidak mau diinjak injak siapapun itu, semangat dan pengabdian pantang surut, Prabowo 2024",Arya Mahendra,Prabowo,,
1034,Sianis sibanyak omong pintar kata2 tapi kerjanya nol prabowo juga retorika pidato berapi2 tapi action rendah pilih pak ganjar sdh adabukti dijawa tengah kamu boleh check,robert Manurung,Prabowo,Ganjar,Anies
1036,Pak Ganjar trlalu muluk2 dan hlu🎉,Mashudi Menanggal,,Ganjar,
1037,Pasti ganjar,fltommy,,Ganjar,
1040,GANJAR DALAM HATI SAYA YANG AWAM BELUM PUNYA WAWASAN TERHADAP BERNEGARA DAN SAYA RASA DIA SEDANG MENCERITAKAN PENGALAMANNYA MENJADI PEJABAT.. LAIN HALNYA DENGAN ANIS YANG SANGAT JELAS DAN REALISTIS DALAM PENYAMPAIAN.,Zul Hariyanto,,Ganjar,Anies
1042,"Utk di sini,pak anies sih lbh baik dr yg lain..keep it pak..",MUHAMMAD ARIEF RAMADHAN,,,Anies
1044,"Suka heran liat org2 nilai argumen lwt subjektivitas bukan dr objektivitas, dominan sy liat komenan2 bela pak Anies malah direspon bukan argumennya tp personalnya d katain cebong lah onta lah, memang btul penilaian terserah masing2 individu, tp klo minimal jgn tunjukkan kedunguan krn dasar bnci, klo tolak ukurny memang bkn dr argumen ya udh gt lo gk ush seakan2 bawa kelompok pdhl gk nyambung sm substansi yg d bawa...
Soo stay calm ajalah, sy mau blng bkn mksd menggurui ya tp cb lihat lg ke 3 bacapres kan punya track record msing2 dn ada plus-minusnya jg pas menjabat, jd lihatlah scr holistik org lg berargumen jgn apa2 d simpulkan lngsung, smoga tercerahkan pikirannya ini kt gk bahas Indo beberapa thn kedepan tp lihat impact berkelanjutan dr masa jabatannya nnti, seterah pilih siapa tp minimal pilih yg jelas, logikanya gini ya yg JELAS AJA D RAGUKAN APALAGI YG GAK JELAS 🫣",Khoirunnisa tm03,,,Anies
1048,Pak prabowo mengingatkan sama pemimpin-pemimpin besar dahulu.,Bella Rismawan,Prabowo,,
