,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed,Prabowo2
1158,2289,"Pak anies terlihat sangat bijak, kompeten dan sudah paham betul dengan pemerintahan di indonesia, beliau menjawab dengan lugas dan percaya diri, pak prabowo terlalu berapi2, arogan, emosional dan otoriter kurang cocok jadi pemimpin, dan gak lupa jg dengan masalalu kekejaman pak prabowo yg masih membayangi hingga kini",Jembrana Bali,Prabowo,,Anies,anies bijak kompeten paham perintah indonesia beliau lugas percaya prabowo rap arogan emosional otoriter cocok pimpin lupa masalalu kejam prabowo bayang,1
1159,2290,PRABOWO SANG PATRIOT SEJATI YANG TIDAK MENGENAL KATA MENYERAH.,Matt Shadow,Prabowo,,,prabowo sang patriot sejati kenal serah,1
1160,2293,"tetap pak anis terbaik,layak ri 1",Sri Priyani,,,Anies,anies baik layak ri,0
1161,2297,"Sumpah, aq g ngerti apa yg dibicarakan Pak Ganjar, kok ribet Kali penjelasnnya. G nyambung kayaknya",Deny Tanjung,,Ganjar,,sumpah erti bicara ganjar ribet kali penjelasnnya sambung kayak,0
1162,2299,Bisa ga pak anies pasangan sama pak prabowo,Intan Khaula,Prabowo,,Anies,anies pasang prabowo,1
1163,2300,Penjelasan pak anis tdk  jelas .,Suwarji Warji,,,Anies,jelas anies,0
1164,2302,"Alami, iklas, Independen, bermartabat. Sehat selalu Pak Prabowo.",HARRY SAIGARA,Prabowo,,,alami iklas independen martabat sehat prabowo,1
1165,2303,"Saya rasa pertanyaan dri audiens untuk Ganjar,, semua jawaban Ganjar menyelempeng gak nyambung dengan pertanyaan dan hanya mempelintir ucapan yg biar terkesan real, dan nyatanya gak nyambung dengan jawabannya...",raja olenkk,,Ganjar,,audiens ganjar ganjar lempeng sambung pelintir ucap biar kes real sambung jawab,0
1166,2305,Memang presiden tiktok yg namanya ganjar,Fauziah Fauziah,,Ganjar,,presiden tiktok nama ganjar,0
1167,2308,"Sumpah loh anies ini gk ada malunya bngt bisa""nya nyapress 🤣🤣 , jadi mentri pendidikan gagal , jadi gubernur gak jelass , loh ini skrng mau  jadi presiden 🤣🤣",Awkarin 89,,,Anies,sumpah loh anies malu banget nya nyapres tertawa terbahakbahak tertawa terbahakbahak tri didik gagal gubernur loh presiden tertawa terbahakbahak tertawa terbahakbahak,0
1168,2309,"Sekeluarga kami sudah melihat tuntas ketiganya berbagi gagasan, ada 6 jam lebih. Kesimpulan nya: Indonesia sangat beruntung memiliki Bapak DR. Anies Rasyid Baswedan dan beliau  pantas menjadi bapak bangsa Indonesia dengan menjadikannya sebagai Presiden  ke 8 di tahun 2024 bersama Cak Imin, seterusnya beri beliau kesempatan guna membina seluruh warga, good governance di seluruh provinsi tanpa terkecuali, membersihkan rasuah, mengembangkan bisnis menengah UMKM, melanjutkan program pengiriman siswa terbaik ke universitas unggul di luar negeri untuk kembali membangun BUMN strategis, membangun pertanian,  kemandirian energi, teknologi, transportasi, hubungan luar negeri, memilah-milih jenis investasi yang membawa kenajuan dan manfa'at bagi rakyat, menjadikan warga negaranya sebagai tuan rumah di Negeri sendiri. Mari mendouakan dan memberikan dukungan kepada Team Koalisi Perubahan.",Rudy Kurniawan,,,Anies,keluarga tuntas tiga bagi gagas jam simpul nya indonesia untung milik anies rasyid anies beliau bangsa indonesia jadi presiden cak imin beliau sempat bina warga good governance provinsi kecuali bersih rasuah kembang bisnis tengah umkm lanjut program kirim siswa baik universitas unggul negeri bangun bumn strategis bangun tani mandiri energi teknologi transportasi hubung negeri memilahmemilih jenis investasi bawa kenajuan manfaat rakyat jadi warga negara tuan rumah negeri mari mendouakan dukung team koalisi ubah,0
1169,2310,saya pilih antara ganjar dan prabowo,kadal tv,Prabowo,Ganjar,,pilih ganjar prabowo,1
1170,2311,Sumpah PDI takut banget kalo Prabowo menang Krn surve nya tinggi..maka akhir2 ini Ganjar slalu menonjolkan kluarga istrinya dan anak2nya Krn dia tau kelemahan Prabowo berada dalam keluarganya yg kurang beruntung.menurut sy sih licik,M.Harry Wahyudi,Prabowo,Ganjar,,sumpah pdi takut banget kalo prabowo menang surve nya akhir ganjar tonjol keluarga istri anakanaknya tau lemah prabowo keluarga beruntungmenurut sih licik,1
1171,2313,"Prabowo Subianto ❤❤❤
Semoga Allah SWT senantiasa memberikan kita semua kesehatan, panjang umur dan memudahkan kita semua dalam segala urusan, aamiin 🤲",mas SGM,Prabowo,,,prabowo prabowo moga allah swt senantiasa sehat umur mudah urus amin tangan angkat dan rapat sama,1
1172,2317,Gagasan pak anis. Energi prabowo. Fusion,Rian Apridiansyah,Prabowo,,Anies,gagas anies energi prabowo fusion,1
1173,2320,Pendukungnya Ganjar Pranowo like ini.,adam dwi wibowo,,Ganjar,,dukung ganjar ganjar like,0
1174,2321,"Dari refleksi ketiga calon, saya merasakan dr bapak Prabowo lah yg paling tulus tanpa dibuat2. Saya telah bulat dukung Pak Prabowo.
Yang sama2 dukung mri sama2 mndoakan semoga beliau menjadi R1",Kepopedia,Prabowo,,,refleksi tiga calon rasa prabowo tulus buat bulat dukung prabowo dukung mri mndoakan moga beliau r,1
1175,2323,Tetap pak ganjar no 1,rohman Kacel,,Ganjar,,ganjar no,0
1176,2324,"Anis...ga ada lawan,😂😂...- tewas semua lawan nya",Tacelnul,,,Anies,anies lawan wajah gembira urai air mata wajah gembira urai air mata tewas lawan nya,0
1177,2325,"Galau milih antara Pak Prabowo dan Pak Anis, kalo Ganjar jelas NO, NO, NO ! Merendahkan profesi udah keliatan secara personal tipe orang yg arogan ditambah Gagasan ga jelas, muter muter terus, ditanya malah balik nanya lah lah ampas kok mau jadi presiden. Ajurrr!",Martin Jon Hutabarat,Prabowo,Ganjar,Anies,galau pilih prabowo anies kalo ganjar no no no rendah profesi personal tipe orang arogan tambah gagas muter muter ampas presiden ajur,1
1178,2326,Semangat Pak Prabowo,naufalmanagement192,Prabowo,,,semangat prabowo,1
1179,2329,Anies terlihat tanpa beban menyampaikan gagasannya dan langsung pada inti yg perlu dikoreksi yaitu keadilan dan kesejahteraan...Anies menurut ku layak dipertimbangkan...yg lain gagasan nya kurang lbh sama dg yg dilakukan Jokowi...,sunaryo Aryo,,,Anies,anies beban gagas langsung inti koreksi adil sejahtera anies ku layak timbang gagas nya jokowi,0
1180,2330,Dari bacapres 3 yg ada dari hasil paparan dan hasil jawabannya saya sederha dikasih ranking ya pertama pak Anie kedua Prabowo ketiga Ganjar jadi intinya yang layak pantas jadi presiden thn 2924 Pak Anies apalagi Ganjar No,Balgis Cell,Prabowo,Ganjar,Anies,bacapres hasil papar hasil jawab sederha kasih ranking ya anie prabowo tiga ganjar inti layak presiden anies ganjar no,0
1181,2332,"Prabowo calon presiden yang paling mengerti persoalan yang ada di indonesia, Kali ini saya sangat memilihn Bpk  Prabowo Subianto",Wili Andiansyah,Prabowo,,,prabowo calon presiden erti indonesia kali memilihn bpk prabowo prabowo,1
1182,2333,Pak Anies..What amazing !,short video Surya Dharma,,,Anies,anies what amazing,0
1183,2334,Walaupun anies paling miskin tetapi dia paling cerdas dari pada yg lainya,Senter,,,Anies,anies miskin cerdas lai,0
1184,2335,"Anis diperintah surya paloh
Ganjar di dikte Megawati
Prabowo berdiri dgan kaki sendiri",kin nung,Prabowo,Ganjar,Anies,anies perintah surya paloh ganjar dikte megawati prabowo diri dgan kaki,1
1185,2336,"BISMILAH SAJA PAK ANIES, SEMOGA AMANAH JUJUR DAN BERTANGGUNG JAWAB.. DAN LANCAR PASTINYA DALAM MENYAMPAIKAN GAGASAN"" NYA",ARKA PRASS,,,Anies,bismilah anies moga amanah jujur tanggung lancar pasti gagas nya,0
1186,2343,"Terimakasih bak nana, saya sekarang jadi lebih yakin untuk memilih pak Anies Baswedan❤",Anni,,,Anies,terimakasih bak nana pilih anies anies,0
1187,2344,"Anies - Prabowo
Gandengan yang tepat untuk RI 2024",Rahmi,Prabowo,,Anies,anies prabowo gandeng ri,1
1188,2345,jangan sampe anies presiden,titto maurians,,,Anies,anies presiden,0
1189,2348,tetap anies,bayu joker,,,Anies,anies,0
1190,2349,"Masya Allah 25 menit baca coment dari atas ke bawah 90% semua memilih pak Anies,, bismillah Allah memberikan jalan yang terbaik ❤",Dewi Kumalasari Kawaii,,,Anies,masya allah menit baca komentar pilih anies bismillah allah jalan baik,0
1191,2351,Pak Anies terlalu OP disini,Iwan Julianto,,,Anies,anies op,0
1192,2352,Prabowo the best,P P,Prabowo,,,prabowo the best,1
1193,2353,"Sehat slalu pak Prabowo


#NTB",RI ID,Prabowo,,,sehat prabowo ntb,1
1194,2356,Capres yang ada saat ini dalam pikiran orang jawa hanya pak prabowo yang gak di pangkon. Anis di pangkon surya paloh. Ganjar di pangkon Megawati. Jadi utk milih mereka berdua mestinya nyadar jika di pangkon dia akan menuruti kepentingan yg mangkon pikiranya Sudah mati dan gak berkutik...,Kasman Caem,Prabowo,Ganjar,Anies,capres pikir orang jawa prabowo pangkon anies pangkon surya paloh ganjar pangkon megawati pilih dua mesti sadar pangkon turut penting mangkon pikiranya mati kutik,0
1195,2358,pilihanku pak ganjar semoga menang ya,vina de,,Ganjar,,pilih ganjar moga menang ya,0
1196,2359,"Prabowo Presiden, Ganjar Wakil Presiden.
Pasangan kuat, pemimpin hebat. Indonesia maju, Indonesia jaya 🎉",Fernando De Ario,Prabowo,Ganjar,,prabowo presiden ganjar wakil presiden pasang kuat pimpin hebat indonesia maju indonesia jaya party popper,1
1197,2360,H.PRABOWO SUBIANTO PRESIDEN 2024 🎉🎉🎉🎉🎉 ORANG YANG TULUS KEPADA NEGARA RI 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Opy Asu,Prabowo,,,hprabowo prabowo presiden party popper party popper party popper party popper party popper orang tulus negara ri party popper party popper party popper party popper party popper party popper party popper party popper party popper party popper party popper party popper,0
1198,2361,Prabowo jawabannya umum terus.,Alfan Mahdi,Prabowo,,,prabowo jawab,1
1199,2363,Pak Prabowo kocak tapi tegas😂 pak anis cerdas dalam menjawab 👍,gabut coba coba,Prabowo,,Anies,prabowo kocak wajah gembira urai air mata anies cerdas jempol ke atas,1
1200,2364,Anies oke 👍👍👍,Azzirath Azran Channel,,,Anies,anies oke jempol ke atas jempol ke atas jempol ke atas,0
1201,2366,Anis memang mantap,Faisal Angga,,,Anies,anies mantap,0
1202,2368,Hanya GP yg  👍💖💯,Kuna Efi,,Ganjar,,ganjar jempol ke atas hati sinar nilai ratus,0
1203,2372,Refleksi diri pa Ganjar sangatlah deep bgtt beliau selalu mengingat pesan ibunya agat tidak korupsi dan gila jabatan,Elisa Fitria,,Ganjar,,refleksi ganjar deep banget beliau pesan ibu agat korupsi gila jabat,0
1204,2375,"cuma prabowo yang punya aura presiden.. anies aura gubernur.. 
ganjar aura kepala sekolah..",Jeff,Prabowo,Ganjar,Anies,prabowo aura presiden anies aura gubernur ganjar aura kepala sekolah,0
1205,2376,Pak Anis smga jadi presiden RI,Ahmad Sakwani,,,Anies,anies moga presiden ri,0
1206,2377,All in Prabowo Subianto 😎🇮🇩,Miki Wijaya,Prabowo,,,al prabowo prabowo wajah kacamata hitam bendera indonesia,1
1207,2378,Memang anis tdk ad tandinganx,abdul kadir,,,Anies,anies tandinganx,0
1208,2379,Ganjar ganjar ngelawakkk 😂😂,Fais Siska,,Ganjar,,ganjar ganjar lawak wajah gembira urai air mata wajah gembira urai air mata,0
1209,2380,"Urutan paling keren (pertanyaan yg makjleb! ) :
1. Prabowo, semangat memperlihatkan Indonesia kepada dunia sebagai negara yang Hebat. 
2. Ganjar, diserang tajam banget krn kurang terlihat prestasi, tapi ide berontak untuk perbaikan sangat tegas dan detail, masuk logika. 
3 Anies , posisi Aman banget karena semua kasus  di selesaikan.",ensikloporia Saja,Prabowo,Ganjar,Anies,urut keren makjleb prabowo semangat indonesia dunia negara hebat ganjar serang tajam banget prestasi ide berontak baik detail masuk logika anies posisi aman banget selesai,1
1210,2381,Pak Anies / Pak Prabowo. Diantara keduanya yg terpilih ❤❤❤,kemala damayanti,Prabowo,,Anies,anies prabowo pilih,1
1211,2382,Anis 😊😊😊 rakyat sdah cerdas mimpin DKI aj bnyakan halusinasi dp nol sumur resapan ngk jlas menang Pilkada jga jual ayat dn mayat ..demi Allah rakyat sdah paham mna yg cerdas dan bekerja,Alkhafi Yudika,,,Anies,anies wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia rakyat cerdas mimpin dki bnyakan halusinasi dp nol sumur resap jlas menang pilkada jual ayat mayat allah rakyat paham cerdas,0
1212,2383,Anies Baswedan 🔥👍🏻,Syukri Cetyana,,,Anies,anies anies api jempol ke atas warna kulit cerah,0
1213,2386,"Saya setuju dengan pak prabowo kita harus jadi bangsa yg kuat dengan investasi di pendidikan di anak2 dengan pendidikan yg bagus tarap hidup juga akan meningkat.  Dan perlu di tambah pelajaran tentang nasionalisme karna dengan nasionalisme anak2 akan lebih semngat menjadi orang yg lebih baik tanpa memandang ras suku dan agama.
Kita harus bisa produksi seperti cina. Bukan hanya joget2 hampir bugil d tiktok gak jelas... terlihat sekali pendidikan kita sangan jauh.",ocol,Prabowo,,,tuju prabowo bangsa kuat investasi didik anakanak didik bagus tarap hidup tingkat ajar nasionalisme nasionalisme anakanak semangat orang pandang ras suku agama produksi cina joget bugil tiktok didik sangan,1
1214,2387,"Gatau kenapa nangis banget liat refleksi Pak Prabowo, semoga Allah istiqomahkan pak Prabowo. Amin",Mitha Sapitri,Prabowo,,,tau menang banget lihat refleksi prabowo moga allah istiqomahkan prabowo amin,1
1215,2388,2 Priode pak Anis Baswedan,mahmud ismail,,,Anies,priode anies anies,0
1216,2389,Insya Allah selepas menonton 6 jam.dan meresapi.saya akn memilih pak Ganjar❤,Iwank Kedy,,Ganjar,,insya allah lepas tonton jamdan meresapisaya pilih ganjar,0
1217,2390,"Pak ganjar jawabnya ke mana-mana, ngambang",Anna Rizqi,,Ganjar,,ganjar manamana ngambang,0
1218,2391,Semoga pa Prabowo Subianto jadi presiden RI d thun 2024.aku memilihmu pa. Pa Prabowo ia the best.,Ded Calino,Prabowo,,,moga prabowo prabowo presiden ri aku pilih prabowo the best,1
1219,2395,"Nonton ni saya liat mb nana merasa nyaman dan bebas saat menyampaikan pertanyaan k Anies, sedang k ganjar kyk ad yg tertahan n kurg tereksplore.. Maaf klo salah 😅",Panda RH Emadhy,,Ganjar,Anies,tonton nih lihat mbak nana nyaman bebas anies ganjar kayak tahan n kurg tereksplore maaf kalo salah wajah senyum lebar dan keringat,0
1220,2399,Saya tidak pernah memilih sebelumnya tetapi saya melihat ke 3 capres ini di wajah anis ada terlihat kejujuran daripada prabowo dan ganjar,Ar minang,Prabowo,Ganjar,Anies,pilih capres wajah anies jujur prabowo ganjar,1
1221,2401,Pak anies memang... Luar biasa... Sy doakan Semoga pak anies jd R1 2024🤲🤲,Adam Hermawan,,,Anies,anies doa moga anies r tangan angkat dan rapat sama tangan angkat dan rapat sama,0
1222,2404,Orang cerdas pilih pak anies,Al Kautsar,,,Anies,orang cerdas pilih anies,0
1223,2406,Pak anis ❤❤❤❤❤❤,Kembali Nature,,,Anies,anies,0
1224,2409,Pak anis ga ada lawan gagasannya memanusiakan manusia,mohamad bilal,,,Anies,anies lawan gagas manusia manusia,0
1225,2410,"Aduh mas anis,klo ngmong emng renyah dan gmpng tpi kenyataan ny zonk",Isri Hayati,,,Anies,aduh mas anies kalo ngmong renyah gmpng nyata nya zonk,0
1226,2412,"Napa prabowoo takut sama dirinya sendirii,,,, apa lagi kita rakyat kecilll makinn ngeriii lihatnyaaaa😅😅😅😅😅😅😅",CAMPOR ADOK,Prabowo,,,prabowo takut rakyat ngeri lihat wajah senyum lebar dan keringat wajah senyum lebar dan keringat wajah senyum lebar dan keringat wajah senyum lebar dan keringat wajah senyum lebar dan keringat wajah senyum lebar dan keringat wajah senyum lebar dan keringat,0
1227,2418,Prabowo perbandingannya kok gak aple to apel.. Jgn ke negara kecil yg penduduknya gak sebanding dgn penduduk indonesia😅😅,BE70L B19AL,Prabowo,,,prabowo banding aple apel negara duduk banding duduk indonesia wajah senyum lebar dan keringat wajah senyum lebar dan keringat,1
1228,2419,Ganjar anis pelawak sosmed,Kin Zakiy,,Ganjar,Anies,ganjar anies lawak sosmed,0
1229,2420,"Keren 👍 pak anis ini , pemimpin yg di harapkan rakyat ,insya Allah menang jadi presiden 2024.amin",Asep Zakaria,,,Anies,keren jempol ke atas anies pimpin harap rakyat insya allah menang presiden amin,0
1230,2421,"Komentar pak prabowo tentang optimisme negara kita kedepan..
Makanya saya salah satu org, yg tidak setuju kalau prabowo lihat cermin, beliau harus lihat rakyat NKRI tercinta..
Indonesia harus bermartabat & tdk lagi dianggap enteng oleh negara lain...cerita ini adalah pengalaman sendiri, dlu perusahaan sy pernah sewa konsultan terkenal dr eropa, yg td nya kita mau menambah ilmu, malah jd marah krn dia bukannya kasih ilmu tp malah ngolok sambil ngeludah2, kira2 karakter org negara mana, cari sendiri...setelah itu sy cerita2 di perusahaan & mungkin pemilik dengar, akhirnya diputus kontraknya sebelum selesai masa kontraknya...
Artinya apa, indonesia itu msh dianggap enteng oleh bangsa luar, ga usah jauh2, di asean saja kita dianggap enteng koq..
Jadi, program & gagasan pak prabowo saat ini masih sejalan dengan pak jokowi, salah satu contohnya tentang hilirisasi..
Mau negara lain atau lembaga dunia protes, tapi hilirisasi harus tetap dijalankan & dilanjutkan untuk kemakmuran NKRI tercinta..

Cermin dipakai utk bersolek & berakting...😂
2 capres (anies & ganjar) kena jebakan batman...🤭

Prabowo for presiden RI 2024..
NKRI Harga Mati....!!!
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
💪👍👊",AFE,Prabowo,Ganjar,Anies,komentar prabowo optimisme negara depan salah orang tuju prabowo lihat cermin beliau lihat rakyat nkri cinta indonesia martabat anggap enteng negara cerita alam usaha sewa konsultan kenal eropa nya tambah ilmu marah kasih ilmu ngolok ngeludah karakter orang negara cari cerita usaha milik dengar putus kontrak selesai kontrak indonesia anggap enteng bangsa jauh asean anggap enteng program gagas prabowo jalan jokowi salah contoh hilir negara lembaga dunia protes hilir jalan lanjut makmur nkri cinta cermin pakai solek akting wajah gembira urai air mata capres anies ganjar kena jebak batman wajah dengan tangan tutup mulut prabowo for presiden ri nkri harga mati bendera indonesia bendera indonesia bendera indonesia bendera indonesia bendera indonesia bendera indonesia bendera indonesia bendera indonesia lengan otot jempol ke atas tangan kepal ke depan,1
1231,2422,"Pak Anies ❤️
Semoga setelah jadi presiden tolong tinjau kembali omnibuslow, di serang banyak pabrik tapi pengangguran tertinggi sedih pak.",maryunah,,,Anies,anies hati merah moga presiden tolong tinjau omnibuslow serang pabrik anggur tinggi sedih,0
